income_groups,age,gender,year,population
high_income,0.0,1.0,1950.0,15.869414652156214
high_income,0.0,1.0,1951.0,15.861875035571302
high_income,0.0,9.0,1952.0,15.858535232039559
high_income,0.0,1.0,1953.0,15.859590948788862
high_income,0.0,1.0,1954.0,15.863996635023577
high_income,0.0,9.0,1955.0,15.871713922599392
high_income,0.0,1.0,1956.0,15.880001646488266
high_income,0.0,1.0,1957.0,15.890358063199796
high_income,0.0,1.0,1958.0,15.902369770574445
high_income,0.0,1.0,1959.0,15.912963663158408
high_income,50.0,9.0,1960.0,15.916296430061927
high_income,0.0,9.0,1961.0,15.92157662537577
high_income,0.0,1.0,1962.0,15.925340412115826
high_income,0.0,1.0,1964.0,15.93017637613349
high_income,0.0,1.0,1965.0,15.92288761905528
high_income,0.0,1.0,1966.0,15.781929947351061
high_income,0.0,9.0,1967.0,15.881296535383834
high_income,0.0,1.0,1968.0,15.879775261867444
high_income,0.0,1.0,1969.0,15.873455187858223
high_income,0.0,1.0,1970.0,15.875726975560845
high_income,0.0,1.0,1971.0,15.879467453932847
high_income,0.0,1.0,1972.0,15.868211870241554
high_income,0.0,1.0,1973.0,15.846622173299
high_income,0.0,1.0,1974.0,15.781929947351061
high_income,0.0,1.0,1975.0,15.814402888719457
high_income,0.0,1.0,1976.0,15.799004229058232
unknown,0.0,1.0,1977.0,15.798101246111292
high_income,0.0,1.0,1978.0,15.796798192778029
high_income,0.0,1.0,1979.0,15.781929947351061
high_income,0.0,1.0,1980.0,15.809466376434488
high_income,0.0,1.0,1981.0,15.80685067422204
high_income,0.0,1.0,1983.0,15.793091009404144
high_income,0.0,1.0,1984.0,15.780915023487546
unknown,0.0,1.0,1985.0,15.772950553571459
high_income,0.0,1.0,1986.0,15.768691354545195
high_income,0.0,1.0,1987.0,15.767294991008104
high_income,0.0,1.0,1988.0,15.76853916769576
high_income,0.0,1.0,1989.0,15.774843361637375
high_income,0.0,1.0,1990.0,15.781929947351061
high_income,0.0,1.0,1991.0,15.780586436861764
high_income,0.0,1.0,1992.0,15.773069735710997
high_income,0.0,1.0,1993.0,15.760467252626373
high_income,0.0,1.0,1994.0,15.744628358569917
high_income,50.0,1.0,1995.0,22.637245741402165
high_income,0.0,1.0,1996.0,15.720149802230384
high_income,0.0,1.0,1998.0,15.711755109770412
high_income,0.0,1.0,1999.0,15.703545801266483
high_income,0.0,1.0,2000.0,15.705295305656966
high_income,0.0,1.0,2001.0,15.704114786502744
high_income,0.0,1.0,2002.0,15.69165192234494
high_income,0.0,9.0,2003.0,15.781929947351061
high_income,0.0,1.0,2004.0,15.69350842495492
high_income,0.0,1.0,2005.0,15.696365328524738
unknown,0.0,1.0,2006.0,15.706494807666976
high_income,50.0,1.0,2007.0,15.722685373193556
high_income,0.0,1.0,2008.0,15.734301277088669
high_income,0.0,1.0,2009.0,15.736252338418128
high_income,0.0,1.0,2010.0,15.72853809417745
high_income,0.0,1.0,2011.0,15.718166143104785
high_income,0.0,1.0,2012.0,15.71318933669579
high_income,0.0,1.0,2013.0,15.706775787167583
high_income,0.0,1.0,2014.0,15.702790790882917
high_income,0.0,1.0,2015.0,15.704507137152486
high_income,0.0,1.0,2016.0,15.703300553545375
high_income,0.0,1.0,2017.0,15.689202333065547
high_income,0.0,1.0,2018.0,15.66555230000687
high_income,0.0,1.0,2019.0,15.645868752079211
high_income,0.0,1.0,2020.0,15.619485612201071
high_income,0.0,1.0,2021.0,15.60481000381452
high_income,0.0,1.0,2022.0,15.599989085348021
high_income,0.0,1.0,2023.0,15.582169118760554
high_income,0.0,1.0,2024.0,15.572620609727833
high_income,0.0,2.0,1951.0,15.814233924310315
unknown,0.0,2.0,1952.0,20.417847266642237
high_income,0.0,2.0,1953.0,15.781929947351061
high_income,0.0,2.0,1954.0,15.818290928542469
high_income,0.0,2.0,1955.0,15.828057204436503
high_income,0.0,2.0,1956.0,15.83902862883038
high_income,0.0,2.0,1957.0,15.781929947351061
high_income,50.0,2.0,1958.0,15.85974814849017
high_income,0.0,2.0,1959.0,15.86805060238827
high_income,0.0,2.0,1960.0,15.869415165089244
unknown,50.0,2.0,1961.0,15.874107221893574
high_income,0.0,2.0,1962.0,15.876561270292054
high_income,0.0,2.0,1963.0,15.876732501196328
unknown,0.0,2.0,1964.0,15.880949012457068
high_income,0.0,2.0,1965.0,15.873083975677588
high_income,0.0,2.0,1966.0,15.844972284370332
unknown,0.0,2.0,1967.0,15.832592004013788
high_income,0.0,2.0,1968.0,15.830717932186259
high_income,0.0,2.0,1969.0,15.822679749397473
high_income,0.0,2.0,1970.0,15.82432333724554
high_income,0.0,2.0,1971.0,15.827268905869062
high_income,0.0,2.0,1972.0,15.815423655547724
high_income,50.0,2.0,1973.0,22.700782759205236
high_income,0.0,2.0,1974.0,15.778655755189499
high_income,0.0,2.0,1975.0,15.75867551385103
high_income,0.0,2.0,1976.0,15.74487805736025
high_income,0.0,2.0,1977.0,15.7448890955419
high_income,0.0,2.0,1978.0,15.743177594476455
high_income,0.0,2.0,1979.0,15.747195144659505
high_income,0.0,2.0,1980.0,15.754915307001077
high_income,0.0,2.0,1981.0,15.753474649125945
high_income,0.0,2.0,1982.0,15.748339664885773
high_income,0.0,2.0,1983.0,15.738986503017939
high_income,0.0,2.0,1984.0,15.726641578267536
high_income,0.0,2.0,1985.0,15.719196092382719
high_income,0.0,2.0,1986.0,15.714823736042757
high_income,0.0,2.0,1987.0,15.71295064161308
high_income,0.0,2.0,1988.0,15.714315173063518
high_income,0.0,2.0,1989.0,15.720361184291741
high_income,0.0,9.0,1990.0,15.726665244067394
high_income,0.0,2.0,1991.0,15.725621345789815
high_income,0.0,2.0,1992.0,15.718156894400872
high_income,50.0,2.0,1993.0,15.704076965083079
high_income,0.0,2.0,1994.0,15.687775858376845
high_income,0.0,2.0,1995.0,15.672729530345736
high_income,0.0,2.0,1996.0,15.66408914273638
high_income,0.0,2.0,1997.0,15.662241365940984
high_income,0.0,2.0,1998.0,15.65753941423228
high_income,0.0,2.0,1999.0,15.649420738577229
high_income,0.0,9.0,2000.0,15.650929751546007
high_income,0.0,2.0,2001.0,15.650750085927811
high_income,0.0,2.0,2003.0,15.636693707036645
high_income,0.0,2.0,2004.0,15.6401040425872
high_income,0.0,2.0,2005.0,15.643282393973951
high_income,0.0,2.0,2006.0,15.653859358606645
high_income,0.0,2.0,2007.0,15.781929947351061
high_income,0.0,2.0,2008.0,15.682493139251125
high_income,0.0,2.0,2009.0,15.684015767375092
high_income,0.0,2.0,2010.0,15.675908102413196
high_income,0.0,2.0,2011.0,15.666139698218355
high_income,0.0,9.0,2013.0,15.654985010387191
high_income,0.0,2.0,2014.0,15.651341297095152
high_income,0.0,2.0,2015.0,15.652541946096614
high_income,0.0,2.0,2016.0,15.65166100530713
high_income,0.0,2.0,2017.0,15.63880276989851
high_income,0.0,2.0,2018.0,15.615621555889717
unknown,0.0,2.0,2019.0,15.596598286185419
high_income,0.0,2.0,2020.0,15.570500228093927
high_income,0.0,2.0,2021.0,15.555468006934486
high_income,0.0,2.0,2022.0,15.550095260277493
high_income,0.0,2.0,2023.0,15.531832325185757
high_income,0.0,2.0,2024.0,15.522088611165955
high_income,1.0,1.0,1950.0,15.847104310050243
high_income,1.0,1.0,1951.0,15.837946732915384
high_income,1.0,1.0,1952.0,15.832246564227985
high_income,1.0,1.0,1953.0,15.832848744415136
high_income,1.0,1.0,1954.0,15.835644274532724
high_income,1.0,1.0,1955.0,15.840050064736097
high_income,1.0,1.0,1956.0,15.850288490771797
high_income,1.0,1.0,1957.0,15.861430734309131
high_income,1.0,1.0,1958.0,15.871661338375862
high_income,1.0,1.0,1959.0,15.883251033397698
high_income,1.0,1.0,1960.0,15.89490622359182
high_income,1.0,2.0,1961.0,15.89914703857148
high_income,1.0,1.0,1962.0,15.904811584786772
high_income,1.0,1.0,1963.0,15.908650472063385
high_income,1.0,1.0,1964.0,15.909904133771986
high_income,1.0,1.0,1965.0,15.915103930667453
high_income,1.0,1.0,1966.0,15.907094950909382
high_income,1.0,1.0,1967.0,15.878895377676054
high_income,1.0,1.0,1968.0,15.866077203485478
high_income,1.0,1.0,1969.0,15.865536290928505
high_income,1.0,1.0,1970.0,15.858575159133729
high_income,50.0,1.0,1971.0,15.781929947351061
high_income,1.0,1.0,1972.0,15.87140579853761
high_income,1.0,1.0,1973.0,15.85971228220047
high_income,1.0,1.0,1974.0,15.837565674517446
high_income,1.0,1.0,1975.0,15.82351906588133
high_income,1.0,1.0,1976.0,15.804448860466351
high_income,1.0,9.0,1977.0,15.789423375395568
high_income,1.0,1.0,1978.0,15.787367584955021
high_income,1.0,1.0,1979.0,15.781929947351061
high_income,1.0,1.0,1980.0,15.791743710943297
high_income,1.0,1.0,1981.0,15.801628158461206
high_income,1.0,1.0,1982.0,15.800542239430445
high_income,1.0,1.0,1983.0,15.794788887906927
high_income,1.0,1.0,1984.0,15.786294069824176
high_income,1.0,1.0,1985.0,15.773941705414138
high_income,1.0,1.0,1986.0,15.76702085402653
high_income,1.0,1.0,1987.0,15.763612161171766
high_income,1.0,1.0,1988.0,15.760543608195134
high_income,1.0,1.0,1989.0,15.76220525632314
high_income,1.0,1.0,1990.0,15.767585238619468
high_income,1.0,1.0,1991.0,15.77428334179364
unknown,1.0,1.0,1992.0,15.776710083672375
high_income,1.0,1.0,1994.0,15.758043869057419
high_income,1.0,9.0,1995.0,15.742152693934617
high_income,1.0,2.0,1996.0,15.727376583604684
high_income,1.0,1.0,1997.0,15.71828174468697
high_income,1.0,1.0,1998.0,15.714281479304296
high_income,1.0,1.0,1999.0,15.709714996773238
high_income,1.0,1.0,2000.0,15.701320777885012
high_income,1.0,1.0,2001.0,15.70352990740358
high_income,1.0,1.0,2002.0,15.705155675507386
high_income,1.0,1.0,2003.0,15.693460567387595
high_income,1.0,1.0,2004.0,15.691433923398224
high_income,1.0,1.0,2005.0,15.695371254523712
high_income,1.0,1.0,2006.0,15.697321860639475
high_income,1.0,1.0,2007.0,15.708229823875087
high_income,1.0,1.0,2008.0,15.726036283032995
high_income,1.0,1.0,2009.0,15.737029502572646
high_income,1.0,1.0,2010.0,15.738902200774916
high_income,1.0,1.0,2011.0,15.731131735412118
high_income,1.0,1.0,2012.0,15.721924767423555
high_income,1.0,1.0,2013.0,15.718965385298764
high_income,1.0,1.0,2014.0,15.713155604980907
high_income,50.0,1.0,2015.0,15.709563042879068
unknown,1.0,1.0,2016.0,15.712197599143552
high_income,1.0,1.0,2017.0,15.711272170680276
high_income,1.0,1.0,2018.0,15.696172143385304
high_income,1.0,1.0,2019.0,15.672001498463827
high_income,1.0,1.0,2020.0,15.650962936689597
high_income,1.0,1.0,2021.0,15.62285691800051
high_income,1.0,1.0,2022.0,15.610102179526734
high_income,1.0,1.0,2023.0,15.605924288759086
high_income,1.0,1.0,2024.0,15.588014999935876
